id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
674092406780609521,"Cheerful 2-bedrooms, parking, private entry.",85798968,1462838720725137190,Lorena,,Lents,45.48573,-122.57477,Entire home/apt,,30,18,2025-10-23,0.44,1,0,1,
674550968953011743,"Heron Cottage, Urban Retreat-King Bed",32630833,1465478623872891404,Darro,,North Tabor,45.5285727,-122.6001984,Entire home/apt,,2,132,2025-12-01,3.22,1,338,46,22-127085-000-00-HO
674585418783526567,"Lovely 1-bedrom rental unit Portland, OR",189964332,1468985659720926981,Karim,,Arbor Lodge,45.57425,-122.68213,Entire home/apt,,30,57,2024-09-24,1.39,1,270,0,Exempt
674708571417397325,Close-in Spacious Boho-Glam 1br Apartment by Park,22682285,1463185778784000196,Isa,,Humboldt,45.56488467627353,-122.67573566138553,Entire home/apt,,30,14,2025-04-18,0.41,1,238,4,
674794424442832669,University Park Hideaway,9013078,1462792716616352960,Neysa,,University Park,45.58098,-122.7336,Entire home/apt,,2,111,2025-01-23,2.72,1,0,6,22-169294-000-00-HO
674857657126531323,"Cheerful historic Victorian w A/C, patio, firepit",114720959,1462905788416939937,Hanna,,Eliot,45.5383,-122.6623,Entire home/apt,,1,7,2023-08-27,0.18,2,0,0,23-075570-000-00-HO
675614298438060598,Charming Basement Suite in Historic Laurelhurst,46669750,1462704191192230801,Brittini,,Laurelhurst,45.53256,-122.6288,Entire home/apt,,1,60,2025-10-19,1.59,1,354,15,24ASTR-PER-00345
675615805836588490,Cozy 2 bedroom house w/ patio and backyard!,36297855,1465539173011447337,Sam,,Brooklyn Action Corps,45.49133,-122.64044,Entire home/apt,,30,32,2025-09-20,0.80,5,248,2,
676290252106871031,"Lovely 1 bedroom, 1 bath. Blocks to parks and cafe",13109128,1462903337970723854,Forest,,Buckman,45.52154,-122.63799,Entire home/apt,,30,2,2022-09-21,0.05,1,90,0,
676978545437829993,Private Room (#2/2) in a Peaceful Home,14821108,1462591744721632806,Calvin,,Maplewood,45.47331030197611,-122.73071866482498,Private room,,7,23,2023-11-26,0.56,3,0,0,22-176036-000-00-HO
679008417453494488,The One With The View ~4bd/3ba incredible location,6541481,1462709070691232659,Sara,,Overlook,45.55878,-122.68903,Entire home/apt,,30,3,2023-11-06,0.11,1,363,0,
679164191653063506,Beautiful Apartment near OHSU & Downtown,17932869,1463032329824686715,Adam,,South Portland,45.48953,-122.67866,Entire home/apt,,30,0,,,2,0,0,
679899563389035921,Adorable Portland Retreat,469663895,1470118004474061929,Yvonne,,Hosford-Abernethy,45.5063,-122.65417,Entire home/apt,,1,147,2025-10-27,3.62,1,304,37,24-013503-000-00-HO
680385292342148785,Spacious Group Retreat - 5BR - Sleeps 12,68847451,1466851334558384480,Kendra,,Kerns,45.5255815,-122.6446653,Entire home/apt,,1,183,2025-11-20,4.59,5,350,43,23-026113-000-00-CO
680386853395826077,Comfy & Eclectic Craftsman Home; inner SE Portland,32168092,1462657634479490170,Stuart,,Hosford-Abernethy,45.50214380000001,-122.6363929,Entire home/apt,,2,43,2025-11-26,1.10,1,171,11,19-185405-000-00-HO
680519123710389251,Fantastic Kitchen! 31+ days & save occupancy tax,3228077,1462623268072451416,Jura,,Piedmont,45.57327,-122.66912,Entire home/apt,,30,8,2025-10-06,0.24,1,218,2,
680549349971316539,Sweet two-bedroom home in a great NE PDX location,205093579,1469069876901968750,Ryan,,Rose City Park,45.531014,-122.6081749,Entire home/apt,,30,3,2022-10-30,0.08,1,0,0,
681735879647474008,Classic two bedroom home in portland proper,92277999,1467115744958030472,Felix,,Lents,45.48343,-122.5733,Entire home/apt,,1,178,2025-11-25,4.39,1,242,62,22-175847-000-00-HO
681789275269508432,Natural Light 3 bedroom on Alberta,1676487,1462564789278822920,Robyn,,Vernon,45.55939,-122.65002,Entire home/apt,,30,0,,,1,365,0,
684223698083782025,Getaway in the city,40159913,1465598969363801850,Kathlin,,Lents,45.48684011420278,-122.56271148625777,Entire home/apt,,30,0,,,1,363,0,
684605727203576160,"Tasteful, clean, and quiet 2 bedroom in inner NE.",19393124,1463077663242345350,George,,King,45.55128,-122.65818,Entire home/apt,,360,7,2023-07-12,0.18,1,0,0,22-155224-000-00-HO
684876250591721835,"Soul District Hideaway | Near Bars, Cafés & More",118237877,1468208123743315919,Connor,,Eliot,45.5420689,-122.6621303,Entire home/apt,,1,230,2025-11-25,5.70,6,300,47,21-073012-000-00-CO
685483860908649441,"Charming, Convenient, Modern, one-bedroom studio.",149555015,1468462107975576357,Rachel,,North Tabor,45.52421,-122.60808,Entire home/apt,,90,0,,,1,365,0,
686055616461675524,Alberta Arts 3 Bedroom with Gas Fireplace & A/C,35847109,1465530962920192692,Robert,,Vernon,45.56479,-122.65158,Entire home/apt,,30,5,2025-08-29,0.14,1,338,3,
688037050970730157,One Mississippi Ave - Adventures in Portland!,120621079,1468226971032618607,Frank,,Boise,45.55325,-122.67451,Entire home/apt,,1,90,2025-11-29,2.33,1,303,29,22-163717-000-00-CO
689093778107204387,"Bright, Modern, Artsy 1-Bed Condo (New)",473884242,1470136915621267475,Isaiah,,King,45.55443,-122.66159,Entire home/apt,,2,122,2025-10-25,3.11,1,348,24,22-179725-000-00-HO
689893975568882564,"The very heart of Inner SE Portland, @Division St",714512,1462513717489291010,Dan,,Richmond,45.50552,-122.62906,Entire home/apt,,30,14,2023-08-07,0.36,4,365,0,
690032639501196206,Bohemian Oasis,329081,1462515837915008090,Anna,,Sumner,45.555766272154614,-122.5759619101882,Entire home/apt,,2,16,2025-09-04,0.98,1,261,8,40384
690736115780736885,#LiebeHausPDX - Historic space near Reed College,24496266,1465305326602071113,Kelsey,,Woodstock,45.48861,-122.62041,Entire home/apt,,1,34,2025-10-04,2.01,1,317,21,24ASTR-PER-00199
691287608005268426,Unique & Cozy Tiny Home in SE Portland,139193165,1468380138841402778,Will,,Lents,45.49301,-122.57086,Entire home/apt,,30,0,,,1,0,0,
691630283730337389,Modern 1BR - Bright - Private - Perfectly Located,113868705,1468175165319642168,Darise,,Irvington,45.5351728,-122.646788,Entire home/apt,,1,186,2025-11-09,4.62,10,316,9,25-006186-000-00-CO
691641386738308989,Renovated Studio - Walk to Shops - Private Retreat,113868705,1468175165319642168,Darise,,Irvington,45.53533,-122.64679,Entire home/apt,,1,215,2025-11-23,5.35,10,345,16,25-006186-000-00-CO
691647482676473128,Modern Studio - Sullivan’s Gulch - Walkable Stay,113868705,1468175165319642168,Darise,,Irvington,45.5352689,-122.6468737,Entire home/apt,,1,202,2025-11-21,5.06,10,361,13,25-006186-000-00-CO
691653043817367360,Renovated Studio • Dining Nearby • AC • Fast WiFi,113868705,1468175165319642168,Darise,,Irvington,45.53527,-122.64687,Entire home/apt,,1,165,2025-10-22,4.11,10,358,12,25-006186-000-00-CO
693112757301137926,Casa Midori - a Charming Cottage w/ Garden Sauna,57431738,1465939049823767815,Heather,,Woodlawn,45.56911,-122.64633,Entire home/apt,,3,33,2025-02-02,0.87,1,83,3,24-004076-000-00-HO
693705266685374609,Sunlit Portland Bungalow: No Cleaning Fee,59068154,1466711336075311903,Dana,,Roseway,45.5479,-122.58192,Entire home/apt,,30,10,2023-01-29,0.28,1,0,0,
693921413298925106,3BR Birkendene Nature Escape w/ EV Charger M#41532,126824075,1462932282414455753,Yongxiang,,Northwest Heights,45.54131,-122.77665,Entire home/apt,,30,0,,,5,365,0,
694138607283893076,Modern and Serene Woodstock Home Close to PDX,473913292,1470137094659508623,Christina,,Brentwood-Darlington,45.46395,-122.60552,Entire home/apt,,2,51,2025-11-11,1.32,1,354,12,22-176651-000-00-HO
694768663129527003,"Private, stylish Guesthouse - heart of NE PDX!",10612299,1462845140854533345,Teylour,,Roseway,45.553295546552306,-122.59449999779463,Entire home/apt,,30,98,2025-06-20,2.45,1,276,3,
695748705493977786,Cozy bedroom (and more) in a quiet neighborhood,5742402,1462688300303768067,Mark,,Richmond,45.510096,-122.6302839,Private room,,30,0,,,1,173,0,15-190453-000-00-HO
695941831223105713,Cheerful home with fireplace!,68306541,1466844231132835084,Melissa,,Russell,45.53482,-122.53154,Entire home/apt,,2,189,2025-11-29,4.83,3,184,25,24-004782-000-00-LU
696332289610523301,Historic Charm in Fun PDX Neighborhood!,6240473,1462701445507547912,Marisa,,Richmond,45.50377,-122.62426,Entire home/apt,,30,25,2025-10-31,0.65,1,186,2,50016
697044074129270239,City View Apartment with Gym and Parking,409693567,1469870422880505881,Patrick And Sarah,,Pearl,45.53077,-122.68037,Entire home/apt,,1,8,2023-04-30,0.20,15,227,0,59712
697154165338580302,~RARE FIND~ Gorgeous Nature Getaway in the City!,87103452,1462841504477437504,Louis,,Southwest Hills,45.50574,-122.70899,Entire home/apt,,2,137,2025-11-20,3.50,1,320,48,24-020301-000-00-HO
697272777138664442,"Bright, Stylish Portland Bungalow in Walkable Area",49779724,1465760352067727039,Michael,,Boise,45.55204,-122.66904,Entire home/apt,,1,144,2025-11-19,3.64,3,144,42,23-005500-000-00-HO
697911506470630392,"Spacious, Newly Renovated NOPO 1BR Apartment!",154338,1462511124029657409,Christina,,Kenton,45.58136,-122.69945,Entire home/apt,,31,5,2025-02-05,0.13,1,364,2,
698558069197590135,Lovely space with cozy fireplace in N. Portland.,1125772,1462537712167207348,Eileen,,Kenton,45.58459,-122.70211,Entire home/apt,,2,222,2025-11-29,5.67,1,177,61,00458
699159043720569981,Charming Nopo Basement Apartment,95543760,1467151302872173451,Nicholas,,Humboldt,45.55883523441427,-122.66963404739207,Entire home/apt,,1,28,2025-06-29,0.92,1,361,5,24-005708-000-00-HO
699288055158710228,Walk Everywhere Belmont Gem,186427705,1468964638281795690,Dina,,Buckman,45.5166201,-122.6395412,Entire home/apt,,30,0,,,1,212,0,
699341738040482524,"Overlook,
3Bedroom,
large fenced Yard,Dog Friendly",6568816,1462546210880091443,Marilyn,,Overlook,45.5622072,-122.6876004,Entire home/apt,,30,4,2024-09-03,0.13,1,365,0,
699387049020307615,Modern Bedroom in Classic SE Portland Home,459788767,1470070308862002509,Jojo,,Reed,45.48724120000001,-122.6230437,Private room,,30,6,2023-05-27,0.15,1,364,0,
699866077857802475,Cozy private Montavilla studio with loft bed,20082274,1463098908423711214,Shannon,,Montavilla,45.5156568,-122.5742302,Private room,,2,26,2025-10-12,0.82,1,0,9,22-116602-000-00-HO
700076801537012842,Julio's,101246805,1467214759740966535,Aguendine,,Northwest District,45.52413,-122.68947,Entire home/apt,,30,11,2025-11-02,0.29,1,217,4,
700788397628875688,4BR Pet-Friendly Monthly | Yard + Office,1828909,1462579469313981653,Shona,,North Tabor,45.52611,-122.60812,Entire home/apt,,30,0,,,9,331,0,
701211181701375210,Luxury Condo with Home Gym next to OHSU,354869636,1469708978587084497,Timothy,,South Portland,45.49756,-122.66936,Entire home/apt,,30,4,2025-11-01,0.12,1,362,1,
701409621986014410,Lovely Condo on the Spectacular Willamette River,26929359,1462639187783176161,Edward,,Old Town/Chinatown,45.5292,-122.67327,Entire home/apt,,31,7,2025-03-03,0.19,2,90,1,
702006264063079852,Modern home blocks from trendy Mississippi Ave,49218021,1465749335140146337,Brian,,Humboldt,45.55473,-122.67159,Entire home/apt,,3,100,2025-11-11,2.71,1,352,27,23-036086-000-00-LU
702226271303268350,2 Bedroom Daylight Basement fully stocked,382375965,1469783056574299276,Yuriy,,Powellhurst-Gilbert,45.48424,-122.5151,Entire home/apt,,31,2,2025-07-10,0.07,2,365,1,20-151846-000-00-LU
703526855016323050,Mallory Hideout an Artistic Oasis w 2 Soaking Tubs,65087856,1466804828392649578,Patrick,,Piedmont,45.5756481,-122.6635805,Entire home/apt,,1,124,2025-11-10,3.22,1,256,30,25ASTR-APP-00213
703857434750615410,Cheery (3+ bdr) home - Woodstock and Foster Powell,222472596,1469177798053332720,Vanessa,,Mt. Scott-Arleta,45.4810474,-122.5905601,Entire home/apt,,30,3,2022-12-11,0.08,1,0,0,
703860952484953528,Cozy Elegance in Historic Portland,4332497,1462653983141521839,C. Nicole,,King,45.55385,-122.6597,Entire home/apt,,30,0,,,2,87,0,
703884095725381952,Spectacular Kitchen - Comfy Bed - 85” TV - Plants!,27168187,1462640073277252396,Timoney,,Sunnyside,45.5151967,-122.6205382,Entire home/apt,,3,57,2025-10-13,1.45,2,301,27,21-030599-000-00-HO
704889798849761800,"Modern Studio for Two in Portland, OR",12568111,1462890720453427750,Antoinette Mitchell,,Old Town/Chinatown,45.51978,-122.6722,Entire home/apt,,30,0,,,6,365,0,
704889812370958112,"Modern Studio Deluxe for Two in Portland, OR",12568111,1462890720453427750,Antoinette Mitchell,,Old Town/Chinatown,45.52157,-122.67228,Entire home/apt,,30,0,,,6,365,0,
704889826586453922,"Modern and Spacious 1 Bedroom in Portland, OR",12568111,1462890720453427750,Antoinette Mitchell,,Old Town/Chinatown,45.51997,-122.67231,Entire home/apt,,30,0,,,6,365,0,
704889844860126407,"Modern 1 Bedroom Penthouse in Portland, OR",12568111,1462890720453427750,Antoinette Mitchell,,Old Town/Chinatown,45.52149,-122.67187,Entire home/apt,,30,0,,,6,365,0,
704889862475133972,"Modern 1 Bedroom Presidential in Portland, OR",12568111,1462890720453427750,Antoinette Mitchell,,Old Town/Chinatown,45.51967,-122.67154,Entire home/apt,,30,0,,,6,365,0,
704889875639887651,"Modern and Spacious 2 Bedroom Unit in Portland, OR",12568111,1462890720453427750,Antoinette Mitchell,,Old Town/Chinatown,45.52139,-122.67026,Entire home/apt,,30,0,,,6,365,0,
705036702905097007,Gorgeous 1907 Home in Alphabet District,2349650,1462592724045015979,Corbett,,Northwest District,45.52447,-122.69257,Entire home/apt,,90,0,,,2,156,0,
705610452366070396,Cute SE Portland House with Yard,5617147,1462685135219511853,Sadie,,Creston-Kenilworth,45.49042461555897,-122.60713018476962,Entire home/apt,,60,0,,,1,0,0,
705731625164984473,Room in Buckman,952325,1462534153073481684,Robert,,Sunnyside,45.51401,-122.63068,Private room,,1,107,2025-11-22,3.04,1,61,48,24ASTR-PER-00443
706075161785155593,Brand New Bright 1 Bedroom Guest House w Sun Deck,23400410,1465272798778963533,Bryan,,Richmond,45.50159,-122.63446,Entire home/apt,,31,14,2025-11-20,0.37,4,316,4,19-198980-000-00-HO
707186955313004841,Free Parking/Gym/Rooftop/Pearl District/Downtown,183340435,1463081116926564597,Kiaro Atlas,,Pearl,45.52691,-122.68485,Entire home/apt,,2,134,2025-11-10,3.78,4,179,40,53248
707340252216896039,PDX Studios: 101C - Long-Term Stays Welcome!,472195025,1463783544840228094,Joe,,Boise,45.550203,-122.668244,Entire home/apt,,30,8,2023-12-20,0.21,6,242,0,
707408575405836615,Walk to everything * Your Portland Adventure,7637370,1462737247540630239,Allison,,Sunnyside,45.51310700000001,-122.626305,Entire home/apt,,30,45,2024-12-27,1.50,1,269,1,19-122665-000-00-HO
708000592674343335,Charming 2BD/1BA. Classic Ranch. Close to airport,477999674,1470153799633683460,Steve,,Cully,45.56674,-122.6183,Entire home/apt,,2,9,2023-02-28,0.23,2,284,0,25-000418-000-00-HO
708930346473369883,Northeast Portland Home with Private Outdoor Space,471726253,1470127567685908340,David,,Humboldt,45.5561,-122.66886,Entire home/apt,,30,99,2025-11-24,2.53,1,248,21,22-169263-000-00-HO
709341407596059553,NE Portland Bungalow,35982517,1465533851743715314,Kerry,,Sabin,45.55031117925501,-122.65362952500638,Entire home/apt,,1,77,2025-10-06,2.53,1,65,31,24ASTR-PER-00066
709491776525884425,Light-filled Cottage Studio in Sellwood,60432956,1466743886151802822,Jessica,,Sellwood-Moreland Improvement League,45.45881,-122.6505,Entire home/apt,,2,136,2025-11-13,3.49,1,143,33,24-001098-000-00-HO
711123286067557303,Bright Two Bedroom Cozy Home in FoPo / SE Portland,590514,1462522852283479618,Jayne Jensen,,Foster-Powell,45.49575,-122.59492,Entire home/apt,,30,9,2025-04-30,0.24,1,84,1,
712207156229114625,Foodie Haven - 2 bd in Mississippi / Williams,4084831,1462646981607193720,Miriana,,Boise,45.54929,-122.67126,Entire home/apt,,2,10,2025-05-05,0.26,2,10,5,22-170604-000-00-HO
712940761331432701,Lovely Quiet Neighborhood In NW/Alphabet District,83619132,1462833908573033363,Eddie,,Northwest District,45.52921,-122.68909,Entire home/apt,,30,13,2025-10-29,0.35,2,334,5,
713713943238218805,"Luxurious, Cozy Bungalow w/ Private Yard + Hot Tub",25301565,1465339886501265301,Jessica,,Beaumont-Wilshire,45.55384,-122.62948,Entire home/apt,,2,39,2025-11-16,1.03,1,37,2,25ASTR-PER-00287
714472984424625043,Private Studio near Alberta Arts District,184323147,1468952654786890680,Jason,,Concordia,45.5680963,-122.6309045,Entire home/apt,,30,5,2022-12-18,0.14,1,31,0,22-194007-000-00-HO
714914707519927515,Wonderful den with private bedroom & bathroom,464680245,1463766336894336350,Evan,,Piedmont,45.58236,-122.67574,Private room,,30,4,2023-08-05,0.10,1,365,0,
715878924416858489,Quirky 1 Bedroom Near Reed College,54662569,1465892159771469463,Hans,,Eastmoreland,45.47808,-122.63511,Entire home/apt,,2,120,2025-11-15,3.36,1,84,35,24-016655-000-00-HO
716148753790021423,Vintage Cottage in NE Portland,40115262,1462683586881934281,Cynthia,,Concordia,45.56421,-122.62415,Entire home/apt,,1,60,2025-12-01,3.93,1,152,44,24ASTR-APP-00286
716858136132859567,Midcentury Modern- 3BR/2BA - Near The Grotto,392859086,1469815004468176754,Thomas,,North Tabor,45.52295333059905,-122.6088613232788,Entire home/apt,,1,183,2025-11-13,4.68,6,251,62,24-048271-000-00-LU
716870129902164837,The Writer’s Den,205079895,1469069813133303439,Mike,,Sunnyside,45.51475,-122.62852,Entire home/apt,,30,11,2025-06-01,0.33,8,59,1,
718752889700836447,Two-Story Condo w/ Pool & more!,2292620,1462591221746255032,Elizabeth,,Old Town/Chinatown,45.5302,-122.67565,Entire home/apt,,31,5,2025-08-11,0.18,1,285,2,
719087935871649418,Cozy Bungalow in Ladd’s Addition • Walk/Dine/Shop,20985428,1463143604088814211,Will,,Hosford-Abernethy,45.50527374286095,-122.6514853915651,Entire home/apt,,1,157,2025-11-12,4.22,1,248,42,24-007336-000-00-HO
719092368603119038,Cozy East Side Duplex with Gorgeous Downtown Views,480100048,1470162424238692911,Scott,,Hosford-Abernethy,45.5024917,-122.6423911,Entire home/apt,,2,114,2025-11-24,2.97,1,83,48,24-003497-000-00-HO
719138831057020494,Nicki’s Million Dollar View Suite @Pdx Downtown,103330725,1462878450017128863,Nickisbnb,,Goose Hollow,45.51576,-122.69405,Private room,,1,200,2025-11-17,5.25,4,77,40,22-116574-000-00-HO
719485711018080784,Guest house in quiet neighborhood near downtown,462390230,1470083252622113305,Forrest,,Irvington,45.54519,-122.65747,Entire home/apt,,1,218,2025-11-12,6.14,1,256,59,22-200803-000-00-HO
720326559523871476,Charming guest studio with private deck.,16602363,1462990573006348969,Jacob,,Cully,45.55179,-122.61105,Entire home/apt,,30,1,2022-10-31,0.03,1,151,0,
722558423246890995,PDX Studios: 2C - Short & Long-Term Stays Welcome!,472195025,1463783544840228094,Joe,,Boise,45.5501729,-122.6682332,Entire home/apt,,30,16,2024-01-02,0.41,6,242,0,
722559167308339557,Peaceful Garden Oasis,3588025,1462530755550062847,Oliver,,St. Johns,45.59432,-122.74282,Entire home/apt,,30,1,2025-04-06,0.12,2,144,1,17-155605-000-00-HO
723123992700581697,Northeast Portland Charm 2 Bdrm,10783143,1462849542423141103,Lenore And Mateo,,Piedmont,45.56758,-122.66338,Entire home/apt,,30,0,,,1,177,0,
723356983483276813,Bright 1 bedroom in the heart of the Pearl,112457577,1467357759586049165,Michelle,,Pearl,45.52984,-122.68444,Entire home/apt,,30,2,2022-11-25,0.05,1,0,0,
724199906177888151,Hillside 2 Bedroom Apt-across from OHSU,234902210,1463247813882535514,Gladis A,,Homestead,45.497277645663615,-122.68991412821802,Entire home/apt,,3,47,2025-10-24,1.46,4,324,29,24-025719-000-00-HO
724209134376964588,Cozy Private Apartment,19700666,1463089066105172911,Brian,,Reed,45.4901487,-122.6265373,Entire home/apt,,2,79,2025-11-30,2.25,1,247,29,24-013506-000-00-HO
725289662533833257,Spacious & Serene w/ Private Backyard + Treadmill,481269461,1470167285077751580,Barb,,Cully,45.55632453963853,-122.61510740965605,Entire home/apt,,2,93,2025-11-29,2.43,1,342,31,22-194134-000-00-HO
726007270625250685,Stylish apartment with a loggia by the river,348361462,1469691850320798334,Tia,,Bridgeton,45.60127,-122.65926,Entire home/apt,,30,0,,,1,364,0,
726051602296797640,Welcoming 4BR/3.5BA - Steps from Mt. Tabor Park,159947287,1468556269182517321,Brenson,,Mt. Tabor,45.50891,-122.60309,Entire home/apt,,1,167,2025-11-30,4.32,1,178,52,24-019205-000-00-LU
726114668174057348,"Pristine Renovation w/ Epic Location, Hot Tub",62261998,1462750061747177206,ITrip Vacations,,Boise,45.55341,-122.67574,Entire home/apt,,2,60,2025-11-23,1.56,19,322,19,22-124182-000-00-LU
728393926601096854,Private Room in walkable SE Portland -UNIT A,64662621,1466799575295773563,Kodi,,Mt. Scott-Arleta,45.48843,-122.59888,Private room,,30,27,2023-10-06,0.70,2,178,0,
728588726670272139,"Restful, simple, and clean room",51102839,1465793475498771742,Colton,,Argay,45.54976769854734,-122.52138465642929,Private room,,1,34,2024-11-18,1.23,1,0,0,23-109653-000-00-HO
729265811685215463,2bd Home | Dog Friendly | Central Location,23113393,1465268803213612864,Stephanie,,Cully,45.55852,-122.58334,Entire home/apt,,2,63,2025-11-13,1.69,1,251,28,23-073383-000-00-HO
729761991989336932,The Ascentuary,379187817,1469774757635675287,Dana,,Pleasant Valley,45.46642,-122.53713,Entire home/apt,,30,2,2022-11-13,0.05,1,90,0,
729851001241949301,One bedroom suite in historic Isam White House,51263542,1465797738676626255,Richard,,Northwest District,45.52514619999999,-122.6926936,Entire home/apt,,1,148,2025-11-12,3.95,3,353,39,18-204029-000-00-HO
730362279039582528,Beautiful Two Bedroom Pearl District Condo,27603436,1465407686199395275,Sophie,,Pearl,45.52966989999999,-122.6821796,Entire home/apt,,30,0,,,1,365,0,
731137342154059342,Great Mississippi Location w/ Secure Parking!,10920081,1462852743151604342,Maureen,,Boise,45.553111,-122.674762,Entire home/apt,,2,127,2025-11-29,3.38,1,253,40,24-016186-000-00-HO
733406666073449255,Comfortable 2 Bedroom with a spectacular view,482781851,1470173963821591354,Benjamin,,University Park,45.58041,-122.73862,Entire home/apt,,45,3,2023-10-14,0.08,1,263,0,
734682333185993354,Lovely Condo Alphabet District,927951,1462533501727270815,Debra,,Northwest District,45.52802324516975,-122.70110687419566,Entire home/apt,,31,0,,,1,270,0,
734802604830008560,Stylish tranquil Southwest Portland getaway,6243014,1462701528901090529,Pierre,,Crestwood,45.4566849,-122.7311356,Entire home/apt,,2,121,2025-11-23,3.18,1,79,34,24-005702-000-00-HO
734994207908547884,Private and Elegant Condo - Most Central Location!,457161382,1470057886069739532,Mike,,Goose Hollow,45.52127,-122.68735,Entire home/apt,,60,0,,,2,358,0,
735420134908965150,Fabulous Spacious Condo in the heart of Portland,457161382,1470057886069739532,Mike,,Northwest District,45.52736,-122.7002,Entire home/apt,,150,2,2023-07-01,0.06,2,358,0,
735631897148630149,Historically Refurbished 1909 Duplex in the Trees,72716191,1466897595794714996,Adam,,Overlook,45.55936,-122.68624,Entire home/apt,,31,0,,,2,90,0,
735664483136331173,Cozy up in our 1 bd ADU near Pips & Prince Coffee,20743858,1463137389206687930,Tiffany,,Beaumont-Wilshire,45.55098,-122.61931,Entire home/apt,,1,130,2025-11-17,3.56,1,163,36,22-164205-000-00-HO
736192445533725483,Cozy 1-Bed / Full Kitchen Near it ALL!,82014340,1466995797017317348,Pedro,,Buckman,45.52185,-122.63844,Entire home/apt,,2,22,2025-09-29,0.58,1,8,15,25ASTR-PER-00047
736286948060532000,Beautiful downtown studio vacation home with patio,483342821,1470176311612455577,Essayas.Martha,,Southwest Hills,45.5090147,-122.6877937,Entire home/apt,,30,0,,,1,365,0,
736514022686748633,Hazelwood getaway in NE Portland #2,426284483,1469932463779937003,Jake,,Hazelwood,45.52519,-122.51912,Private room,,31,5,2025-05-29,0.14,4,353,1,
736883389466466771,Cheerful and Comfy Two Bedroom with Free Parking,389532413,1469804890409853224,Craig,,Cully,45.5676015692827,-122.61413752186593,Entire home/apt,,2,27,2025-11-10,2.28,1,1,27,24ASTR-APP-00489
738488406586540247,Cozy 2 bedroom Home Near Mississippi St,483735464,1470178046767984092,Kimberly,,Humboldt,45.55854,-122.67576,Entire home/apt,,30,20,2025-02-16,0.53,1,217,1,24-012551-000-00-HO
738682585451111470,Convenient NE PDX | comfort modern living,264587074,1469399632330930924,Virginia,,Piedmont,45.57146,-122.66422,Entire home/apt,,1,299,2025-11-30,8.18,1,355,88,23-087640-000-00-HO
739859122134328071,Cozy room in unique Victorian close to nightlife,114720959,1462905788416939937,Hanna,,Eliot,45.53842,-122.66293,Private room,,1,13,2023-11-11,0.34,2,0,0,23-075570-000-00-HO
739973521873812669,Private studio in SE Portland!,13613391,1462916619412433145,Christopher,,Lents,45.4754753,-122.5700172,Entire home/apt,,30,49,2025-11-30,1.44,1,268,4,
740049473507358706,Lovely 1-Bedroom condo with river view!,289572266,1463390955898065057,Frank,,South Portland,45.4853947,-122.6733703,Entire home/apt,,30,0,,,1,364,0,
741164837264194419,PDX Studios: 3B- Short & Long-Term Stays Welcome!,472195025,1463783544840228094,Joe,,Boise,45.55046,-122.66929,Entire home/apt,,30,22,2024-07-02,0.58,6,365,0,
743397552725911399,"Classic Bungalow, Great Area",22737017,1463187080171479287,Bill,,Richmond,45.50072,-122.63093,Private room,,30,0,,,1,364,0,
745135858601770356,Entire home! Charming two bedroom private house!,120784744,1468228293798889322,Ani,,Concordia,45.57407,-122.63698,Entire home/apt,,30,9,2024-06-08,0.28,1,364,0,
745170507580930579,"Colorful, Light-Filled Bungalow in Inner NE PDX",143151,1462510760046514297,Margaret,,Sabin,45.5543685,-122.6522102,Entire home/apt,,2,47,2025-09-30,1.34,1,43,8,23-029185-000-00-HO
746312821268637420,Backyard Guesthouse in Quiet Neighborhood,7331012,1462729186226186997,Elizabeth,,Arbor Lodge,45.57027396271563,-122.69057877338346,Entire home/apt,,2,29,2025-10-03,1.10,1,0,24,23-012246-000-00-HO
747026997784201029,Modern + Cozy 1br in the heart of SW Portland,375783,1462516906199126975,Lyndsey,,Hillsdale,45.47096,-122.69237,Entire home/apt,,2,35,2025-09-01,0.96,1,123,3,24-005988-000-00-HO
747323959182331555,Quiet Redwood Retreat,5839728,1462690938310181845,Robin,,North Tabor,45.52316,-122.60256,Entire home/apt,,3,70,2025-11-17,2.03,1,301,28,24-026275-000-00-HO
748044805266769206,"Modern, Cozy & Bright Home in SW Portland",37853275,1465566430162219136,Mina,,Far Southwest,45.4366,-122.73915,Entire home/apt,,2,4,2025-10-13,0.23,1,262,3,25ASTR-PER-00021
749493346472349392,Free Parking/Gym/Rooftop/Pearl District/Downtown,183340435,1463081116926564597,Kiaro Atlas,,Pearl,45.52721,-122.68534,Entire home/apt,,2,136,2025-11-28,3.64,4,166,33,53248
749604589248680927,NW Portland Oasis walkable to DT Shops & Dining,17654502,1463025890656834883,Lade,,Northwest District,45.5274,-122.68942,Entire home/apt,,1,123,2025-11-28,3.32,1,346,33,24-002115-000-00-HO
750105963970945538,Cozy Daylight Basement Apartment,56527701,1462734767581048437,Ariel,,Montavilla,45.50891,-122.57476,Entire home/apt,,4,31,2025-08-28,0.90,1,261,10,24-006561-000-00-HO
750231205752146268,Cozy family friendly ranch close to amenities,485855141,1470187125499491818,Danny,,Overlook,45.55911,-122.68195,Entire home/apt,,2,112,2025-11-30,3.01,1,243,35,32517
